Id,ActivityDate,TotalSteps,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,SedentaryHours,SleepDate,TotalMinutesAsleep,TotalHoursAsleep,TotalTimeInBed,TotalHoursInBed,PAMinutes,Weekday,UserType_DaysReported,UserType_Steps,UserType_PA
6290855005,2016-05-03,6047,2671,0,0,240,1200,20.0,,,,,,0,(2) Tuesday,moderately_consistent_user,less_active,physically_inactive
6290855005,2016-05-04,5832,2718,0,0,272,1168,19.5,,,,,,0,(3) Wednesday,moderately_consistent_user,less_active,physically_inactive
6290855005,2016-05-05,6339,2682,0,0,239,1201,20.0,,,,,,0,(4) Thursday,moderately_consistent_user,less_active,physically_inactive
6290855005,2016-05-06,6116,2806,0,0,305,1135,18.9,,,,,,0,(5) Friday,moderately_consistent_user,less_active,physically_inactive
6290855005,2016-05-07,5510,2613,0,0,227,1213,20.2,,,,,,0,(6) Saturday,moderately_consistent_user,less_active,physically_inactive
6290855005,2016-05-08,7706,2712,0,0,251,1189,19.8,,,,,,0,(7) Sunday,moderately_consistent_user,less_active,physically_inactive
6290855005,2016-05-09,6277,2175,0,0,264,800,13.3,,,,,,0,(1) Monday,moderately_consistent_user,less_active,physically_inactive
8792009665,2016-04-16,244,1721,0,0,12,1428,23.8,,,,,,0,(6) Saturday,moderately_consistent_user,inactive,physically_inactive
8792009665,2016-04-21,144,1720,0,0,9,1431,23.9,,,,,,0,(4) Thursday,moderately_consistent_user,inactive,physically_inactive
8792009665,2016-04-24,400,1799,3,8,19,1410,23.5,,,,,,11,(7) Sunday,moderately_consistent_user,inactive,physically_inactive
8792009665,2016-04-26,1321,1928,0,0,80,1360,22.7,,,,,,0,(2) Tuesday,moderately_consistent_user,inactive,physically_inactive
1927972279,2016-04-12,678,2220,0,0,55,734,12.2,2016-04-12,750,12.5,775,12.9,0,(2) Tuesday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-04-12,4414,1459,3,8,181,706,11.8,2016-04-12,503,8.4,546,9.1,11,(2) Tuesday,consistent_user,less_active,physically_inactive
4445114986,2016-04-12,3276,2113,0,0,196,787,13.1,2016-04-12,429,7.2,457,7.6,0,(2) Tuesday,consistent_user,inactive,physically_inactive
8792009665,2016-04-12,2564,2044,0,0,116,831,13.8,2016-04-12,458,7.6,493,8.2,0,(2) Tuesday,moderately_consistent_user,inactive,physically_inactive
1927972279,2016-04-13,356,2151,0,0,32,986,16.4,2016-04-13,398,6.6,422,7.0,0,(3) Wednesday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-04-13,4993,1521,0,0,238,663,11.1,2016-04-13,531,8.8,565,9.4,0,(3) Wednesday,consistent_user,less_active,physically_inactive
4445114986,2016-04-13,2961,2095,0,0,194,840,14.0,2016-04-13,370,6.2,406,6.8,0,(3) Wednesday,consistent_user,inactive,physically_inactive
8792009665,2016-04-13,1320,1934,0,0,82,806,13.4,2016-04-13,531,8.8,552,9.2,0,(3) Wednesday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-04-14,3335,1431,0,0,197,653,10.9,2016-04-14,545,9.1,568,9.5,0,(4) Thursday,consistent_user,less_active,physically_inactive
4319703577,2016-04-14,10210,2302,1,9,339,589,9.8,2016-04-14,535,8.9,557,9.3,10,(4) Thursday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-14,3974,2194,0,0,231,717,11.9,2016-04-14,441,7.3,492,8.2,0,(4) Thursday,consistent_user,inactive,physically_inactive
8792009665,2016-04-14,1219,1963,0,0,84,853,14.2,2016-04-14,486,8.1,503,8.4,0,(4) Thursday,moderately_consistent_user,inactive,physically_inactive
1844505072,2016-04-15,3844,1725,0,0,176,527,8.8,2016-04-15,644,10.7,961,16.0,0,(5) Friday,moderately_consistent_user,inactive,physically_inactive
1927972279,2016-04-15,980,2221,0,0,51,941,15.7,2016-04-15,475,7.9,499,8.3,0,(5) Friday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-04-15,3821,1444,0,0,188,687,11.4,2016-04-15,523,8.7,573,9.6,0,(5) Friday,consistent_user,less_active,physically_inactive
4319703577,2016-04-15,5664,1985,0,0,228,752,12.5,2016-04-15,465,7.8,491,8.2,0,(5) Friday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-15,7198,2496,0,0,350,711,11.8,2016-04-15,337,5.6,379,6.3,0,(5) Friday,consistent_user,inactive,physically_inactive
8792009665,2016-04-15,2483,2009,0,0,126,937,15.6,2016-04-15,363,6.0,377,6.3,0,(5) Friday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-04-16,2547,1373,0,0,150,728,12.1,2016-04-16,524,8.7,567,9.4,0,(6) Saturday,consistent_user,less_active,physically_inactive
4319703577,2016-04-16,4744,1884,0,0,194,724,12.1,2016-04-16,506,8.4,522,8.7,0,(6) Saturday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-16,3945,2180,0,0,225,716,11.9,2016-04-16,462,7.7,499,8.3,0,(6) Saturday,consistent_user,inactive,physically_inactive
6117666160,2016-04-16,14450,2828,7,15,518,502,8.4,2016-04-16,380,6.3,398,6.6,22,(6) Saturday,moderately_consistent_user,moderately_active,physically_inactive
2026352035,2016-04-17,838,1214,0,0,60,1053,17.6,2016-04-17,437,7.3,498,8.3,0,(7) Sunday,consistent_user,less_active,physically_inactive
4445114986,2016-04-17,2268,1933,0,0,114,1219,20.3,2016-04-17,98,1.6,107,1.8,0,(7) Sunday,consistent_user,inactive,physically_inactive
6117666160,2016-04-17,7150,2225,0,0,312,702,11.7,2016-04-17,336,5.6,350,5.8,0,(7) Sunday,moderately_consistent_user,moderately_active,physically_inactive
4319703577,2016-04-18,2276,1632,1,9,58,824,13.7,2016-04-18,515,8.6,551,9.2,10,(1) Monday,consistent_user,moderately_active,physically_inactive
6117666160,2016-04-18,5153,2018,0,0,241,759,12.7,2016-04-18,493,8.2,510,8.5,0,(1) Monday,moderately_consistent_user,moderately_active,physically_inactive
2026352035,2016-04-19,2424,1356,0,0,141,785,13.1,2016-04-19,498,8.3,540,9.0,0,(2) Tuesday,consistent_user,less_active,physically_inactive
4319703577,2016-04-19,8925,2200,0,0,311,604,10.1,2016-04-19,461,7.7,498,8.3,0,(2) Tuesday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-19,2064,1954,0,0,121,895,14.9,2016-04-19,388,6.5,424,7.1,0,(2) Tuesday,consistent_user,inactive,physically_inactive
6117666160,2016-04-19,11135,2606,0,0,480,425,7.1,2016-04-19,465,7.8,492,8.2,0,(2) Tuesday,moderately_consistent_user,moderately_active,physically_inactive
2026352035,2016-04-20,7222,1667,0,0,327,623,10.4,2016-04-20,461,7.7,510,8.5,0,(3) Wednesday,consistent_user,less_active,physically_inactive
4319703577,2016-04-20,8954,2220,0,18,306,671,11.2,2016-04-20,523,8.7,543,9.1,18,(3) Wednesday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-20,2072,1974,0,0,137,841,14.0,2016-04-20,439,7.3,462,7.7,0,(3) Wednesday,consistent_user,inactive,physically_inactive
6117666160,2016-04-20,10449,2536,26,10,349,587,9.8,2016-04-20,474,7.9,502,8.4,36,(3) Wednesday,moderately_consistent_user,moderately_active,physically_inactive
8792009665,2016-04-20,3147,2188,0,10,139,744,12.4,2016-04-20,528,8.8,547,9.1,10,(3) Wednesday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-04-21,2467,1370,0,0,153,749,12.5,2016-04-21,477,8.0,514,8.6,0,(4) Thursday,consistent_user,less_active,physically_inactive
4319703577,2016-04-21,3702,1792,0,0,34,1265,21.1,2016-04-21,59,1.0,65,1.1,0,(4) Thursday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-21,3809,2150,0,0,215,756,12.6,2016-04-21,436,7.3,469,7.8,0,(4) Thursday,consistent_user,inactive,physically_inactive
6117666160,2016-04-21,19542,4900,11,19,294,579,9.7,2016-04-21,508,8.5,550,9.2,30,(4) Thursday,moderately_consistent_user,moderately_active,physically_inactive
2026352035,2016-04-22,2915,1399,0,0,162,712,11.9,2016-04-22,520,8.7,545,9.1,0,(5) Friday,consistent_user,less_active,physically_inactive
4319703577,2016-04-22,4500,1886,1,19,176,709,11.8,2016-04-22,533,8.9,550,9.2,20,(5) Friday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-22,6831,2432,0,0,317,706,11.8,2016-04-22,388,6.5,417,7.0,0,(5) Friday,consistent_user,inactive,physically_inactive
6117666160,2016-04-22,8206,2409,0,0,402,413,6.9,2016-04-22,480,8.0,546,9.1,0,(5) Friday,moderately_consistent_user,moderately_active,physically_inactive
8792009665,2016-04-22,4068,2419,1,20,195,817,13.6,2016-04-22,391,6.5,407,6.8,21,(5) Friday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-04-23,12357,1916,0,0,432,458,7.6,2016-04-23,522,8.7,554,9.2,0,(6) Saturday,consistent_user,less_active,physically_inactive
2320127002,2016-04-23,5079,1804,0,0,242,1129,18.8,2016-04-23,61,1.0,69,1.1,0,(6) Saturday,consistent_user,inactive,physically_inactive
4319703577,2016-04-23,4935,1945,0,0,233,546,9.1,2016-04-23,692,11.5,722,12.0,0,(6) Saturday,consistent_user,moderately_active,physically_inactive
6117666160,2016-04-23,11495,2651,0,0,512,468,7.8,2016-04-23,492,8.2,539,9.0,0,(6) Saturday,moderately_consistent_user,moderately_active,physically_inactive
8792009665,2016-04-23,5245,2748,8,45,232,795,13.3,2016-04-23,339,5.7,360,6.0,53,(6) Saturday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-04-24,3490,1401,0,0,164,704,11.7,2016-04-24,555,9.3,591,9.8,0,(7) Sunday,consistent_user,less_active,physically_inactive
4319703577,2016-04-24,4081,1880,1,5,191,692,11.5,2016-04-24,467,7.8,501,8.3,6,(7) Sunday,consistent_user,moderately_active,physically_inactive
6117666160,2016-04-24,7623,2305,0,0,362,711,11.8,2016-04-24,353,5.9,367,6.1,0,(7) Sunday,moderately_consistent_user,moderately_active,physically_inactive
2026352035,2016-04-25,6017,1576,0,0,260,821,13.7,2016-04-25,506,8.4,531,8.8,0,(1) Monday,consistent_user,less_active,physically_inactive
4319703577,2016-04-25,9259,2314,0,8,390,544,9.1,2016-04-25,488,8.1,506,8.4,8,(1) Monday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-25,3385,2070,0,0,179,916,15.3,2016-04-25,328,5.5,345,5.8,0,(1) Monday,consistent_user,inactive,physically_inactive
1927972279,2016-04-26,3761,2638,0,0,192,1058,17.6,2016-04-26,296,4.9,315,5.3,0,(2) Tuesday,moderately_consistent_user,inactive,physically_inactive
4319703577,2016-04-26,9899,2236,8,21,288,649,10.8,2016-04-26,505,8.4,516,8.6,29,(2) Tuesday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-26,6326,2291,29,1,180,839,14.0,2016-04-26,353,5.9,391,6.5,30,(2) Tuesday,consistent_user,inactive,physically_inactive
2026352035,2016-04-27,6088,1593,0,0,286,586,9.8,2016-04-27,508,8.5,545,9.1,0,(3) Wednesday,consistent_user,less_active,physically_inactive
4319703577,2016-04-27,10780,2324,6,47,300,680,11.3,2016-04-27,286,4.8,307,5.1,53,(3) Wednesday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-27,7243,2361,32,1,194,839,14.0,2016-04-27,332,5.5,374,6.2,33,(3) Wednesday,consistent_user,inactive,physically_inactive
6117666160,2016-04-27,9411,2576,0,0,458,417,7.0,2016-04-27,542,9.0,557,9.3,0,(3) Wednesday,moderately_consistent_user,moderately_active,physically_inactive
8792009665,2016-04-27,1758,2067,0,0,112,900,15.0,2016-04-27,423,7.0,428,7.1,0,(3) Wednesday,moderately_consistent_user,inactive,physically_inactive
1927972279,2016-04-28,1675,2351,0,0,95,1167,19.4,2016-04-28,166,2.8,178,3.0,0,(4) Thursday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-04-28,6375,1649,0,0,331,626,10.4,2016-04-28,513,8.6,545,9.1,0,(4) Thursday,consistent_user,less_active,physically_inactive
4319703577,2016-04-28,10817,2367,13,8,359,552,9.2,2016-04-28,497,8.3,522,8.7,21,(4) Thursday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-28,4493,2203,0,0,236,762,12.7,2016-04-28,419,7.0,442,7.4,0,(4) Thursday,consistent_user,inactive,physically_inactive
6117666160,2016-04-28,3403,1879,0,0,141,758,12.6,2016-04-28,393,6.5,416,6.9,0,(4) Thursday,moderately_consistent_user,moderately_active,physically_inactive
8792009665,2016-04-28,6157,2780,0,0,310,714,11.9,2016-04-28,402,6.7,416,6.9,0,(4) Thursday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-04-29,7604,1692,0,0,352,492,8.2,2016-04-29,490,8.2,510,8.5,0,(5) Friday,consistent_user,less_active,physically_inactive
4319703577,2016-04-29,7990,2175,6,18,289,624,10.4,2016-04-29,523,8.7,546,9.1,24,(5) Friday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-29,4676,2196,0,0,226,1106,18.4,2016-04-29,106,1.8,108,1.8,0,(5) Friday,consistent_user,inactive,physically_inactive
6117666160,2016-04-29,9592,2560,0,0,461,479,8.0,2016-04-29,600,10.0,636,10.6,0,(5) Friday,moderately_consistent_user,moderately_active,physically_inactive
8792009665,2016-04-29,8360,3101,6,14,380,634,10.6,2016-04-29,398,6.6,406,6.8,20,(5) Friday,moderately_consistent_user,inactive,physically_inactive
1844505072,2016-04-30,4014,1763,0,0,184,218,3.6,2016-04-30,722,12.0,961,16.0,0,(6) Saturday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-04-30,4729,1506,0,0,233,594,9.9,2016-04-30,573,9.6,607,10.1,0,(6) Saturday,consistent_user,less_active,physically_inactive
4319703577,2016-04-30,8221,2092,6,38,196,695,11.6,2016-04-30,490,8.2,516,8.6,44,(6) Saturday,consistent_user,moderately_active,physically_inactive
4445114986,2016-04-30,6222,2363,0,0,290,797,13.3,2016-04-30,322,5.4,353,5.9,0,(6) Saturday,consistent_user,inactive,physically_inactive
8792009665,2016-04-30,7174,2896,10,20,301,749,12.5,2016-04-30,343,5.7,360,6.0,30,(6) Saturday,moderately_consistent_user,inactive,physically_inactive
1844505072,2016-05-01,2573,1541,0,7,75,585,9.8,2016-05-01,590,9.8,961,16.0,7,(7) Sunday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-05-01,3609,1447,0,0,191,716,11.9,2016-05-01,527,8.8,546,9.1,0,(7) Sunday,consistent_user,less_active,physically_inactive
4319703577,2016-05-01,1251,1593,0,0,67,836,13.9,2016-05-01,484,8.1,500,8.3,0,(7) Sunday,consistent_user,moderately_active,physically_inactive
4445114986,2016-05-01,5232,2246,0,0,240,741,12.3,2016-05-01,439,7.3,459,7.7,0,(7) Sunday,consistent_user,inactive,physically_inactive
6117666160,2016-05-01,8915,2361,0,0,397,525,8.8,2016-05-01,507,8.4,575,9.6,0,(7) Sunday,moderately_consistent_user,moderately_active,physically_inactive
8792009665,2016-05-01,1619,1962,0,0,79,834,13.9,2016-05-01,503,8.4,527,8.8,0,(7) Sunday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-05-02,7018,1690,0,0,355,716,11.9,2016-05-02,511,8.5,543,9.1,0,(1) Monday,consistent_user,less_active,physically_inactive
4319703577,2016-05-02,9261,2270,0,11,344,585,9.8,2016-05-02,478,8.0,506,8.4,11,(1) Monday,consistent_user,moderately_active,physically_inactive
4445114986,2016-05-02,6910,2336,27,4,200,667,11.1,2016-05-02,502,8.4,542,9.0,31,(1) Monday,consistent_user,inactive,physically_inactive
8792009665,2016-05-02,1831,2015,0,0,101,916,15.3,2016-05-02,415,6.9,423,7.0,0,(1) Monday,moderately_consistent_user,inactive,physically_inactive
4319703577,2016-05-03,9648,2235,8,26,287,669,11.2,2016-05-03,474,7.9,512,8.5,34,(2) Tuesday,consistent_user,moderately_active,physically_inactive
4445114986,2016-05-03,7502,2421,30,2,233,725,12.1,2016-05-03,417,7.0,450,7.5,32,(2) Tuesday,consistent_user,inactive,physically_inactive
8792009665,2016-05-03,2421,2297,0,0,156,739,12.3,2016-05-03,516,8.6,545,9.1,0,(2) Tuesday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-05-04,6564,1658,0,0,345,530,8.8,2016-05-04,538,9.0,560,9.3,0,(3) Wednesday,consistent_user,less_active,physically_inactive
4445114986,2016-05-04,2923,2070,0,0,180,897,14.9,2016-05-04,337,5.6,363,6.0,0,(3) Wednesday,consistent_user,inactive,physically_inactive
8792009665,2016-05-04,2283,2067,0,0,129,848,14.1,2016-05-04,439,7.3,463,7.7,0,(3) Wednesday,moderately_consistent_user,inactive,physically_inactive
2026352035,2016-05-05,12167,1926,0,0,475,479,8.0,2016-05-05,468,7.8,485,8.1,0,(4) Thursday,consistent_user,less_active,physically_inactive
4445114986,2016-05-05,3800,2120,2,6,185,734,12.2,2016-05-05,462,7.7,513,8.6,8,(4) Thursday,consistent_user,inactive,physically_inactive
6117666160,2016-05-05,9799,2636,0,0,487,479,8.0,2016-05-05,392,6.5,415,6.9,0,(4) Thursday,moderately_consistent_user,moderately_active,physically_inactive
2026352035,2016-05-06,8198,1736,0,0,383,511,8.5,2016-05-06,524,8.7,548,9.1,0,(5) Friday,consistent_user,less_active,physically_inactive
4319703577,2016-05-06,9524,2266,6,11,314,692,11.5,2016-05-06,450,7.5,491,8.2,17,(5) Friday,consistent_user,moderately_active,physically_inactive
4445114986,2016-05-06,4514,2211,0,0,229,809,13.5,2016-05-06,374,6.2,402,6.7,0,(5) Friday,consistent_user,inactive,physically_inactive
6117666160,2016-05-06,3365,1838,0,0,133,673,11.2,2016-05-06,658,11.0,698,11.6,0,(5) Friday,moderately_consistent_user,moderately_active,physically_inactive
2026352035,2016-05-07,4193,1491,0,0,229,665,11.1,2016-05-07,511,8.5,521,8.7,0,(6) Saturday,consistent_user,less_active,physically_inactive
4319703577,2016-05-07,7937,2158,3,28,279,586,9.8,2016-05-07,507,8.4,530,8.8,31,(6) Saturday,consistent_user,moderately_active,physically_inactive
4445114986,2016-05-07,5183,2123,26,4,108,866,14.4,2016-05-07,401,6.7,436,7.3,30,(6) Saturday,consistent_user,inactive,physically_inactive
6117666160,2016-05-07,7336,2469,0,0,412,456,7.6,2016-05-07,498,8.3,507,8.4,0,(6) Saturday,moderately_consistent_user,moderately_active,physically_inactive
2026352035,2016-05-08,5528,1555,0,0,258,610,10.2,2016-05-08,541,9.0,568,9.5,0,(7) Sunday,consistent_user,less_active,physically_inactive
4319703577,2016-05-08,3672,1792,0,0,153,603,10.1,2016-05-08,602,10.0,638,10.6,0,(7) Sunday,consistent_user,moderately_active,physically_inactive
4445114986,2016-05-08,7303,2423,0,8,308,733,12.2,2016-05-08,361,6.0,391,6.5,8,(7) Sunday,consistent_user,inactive,physically_inactive
6117666160,2016-05-08,7328,2250,0,0,318,517,8.6,2016-05-08,555,9.3,603,10.1,0,(7) Sunday,moderately_consistent_user,moderately_active,physically_inactive
2026352035,2016-05-09,10685,1869,0,0,401,543,9.1,2016-05-09,531,8.8,556,9.3,0,(1) Monday,consistent_user,less_active,physically_inactive
4319703577,2016-05-09,10378,2345,2,14,374,490,8.2,2016-05-09,535,8.9,565,9.4,16,(1) Monday,consistent_user,moderately_active,physically_inactive
4445114986,2016-05-09,5275,2281,0,0,266,641,10.7,2016-05-09,457,7.6,533,8.9,0,(1) Monday,consistent_user,inactive,physically_inactive
6117666160,2016-05-09,4477,1248,0,0,197,125,2.1,2016-05-09,492,8.2,522,8.7,0,(1) Monday,moderately_consistent_user,moderately_active,physically_inactive
2026352035,2016-05-10,254,1141,0,0,17,1002,16.7,2016-05-10,357,6.0,380,6.3,0,(2) Tuesday,consistent_user,less_active,physically_inactive
4319703577,2016-05-10,9487,2260,3,12,329,555,9.3,2016-05-10,487,8.1,517,8.6,15,(2) Tuesday,consistent_user,moderately_active,physically_inactive
4445114986,2016-05-10,3915,2181,0,0,231,783,13.1,2016-05-10,405,6.8,426,7.1,0,(2) Tuesday,consistent_user,inactive,physically_inactive
2026352035,2016-05-11,8580,1698,0,0,330,569,9.5,2016-05-11,523,8.7,553,9.2,0,(3) Wednesday,consistent_user,less_active,physically_inactive
4319703577,2016-05-11,9129,2232,3,18,311,574,9.6,2016-05-11,529,8.8,558,9.3,21,(3) Wednesday,consistent_user,moderately_active,physically_inactive
4445114986,2016-05-11,9105,2499,34,22,232,622,10.4,2016-05-11,499,8.3,530,8.8,56,(3) Wednesday,consistent_user,inactive,physically_inactive
2026352035,2016-05-12,8891,1364,0,0,343,330,5.5,2016-05-12,456,7.6,485,8.1,0,(4) Thursday,consistent_user,less_active,physically_inactive
4445114986,2016-05-12,768,1212,0,0,58,380,6.3,2016-05-12,483,8.1,501,8.3,0,(4) Thursday,consistent_user,inactive,physically_inactive
1503960366,2016-04-14,10460,1776,30,11,181,1218,20.3,,,,,,41,(4) Thursday,consistent_user,highly_active,physically_very_active
1503960366,2016-04-18,13019,1921,42,16,233,1149,19.1,,,,,,58,(1) Monday,consistent_user,highly_active,physically_very_active
1503960366,2016-04-22,12764,1827,66,27,130,1217,20.3,,,,,,93,(5) Friday,consistent_user,highly_active,physically_very_active
1503960366,2016-04-27,18134,2159,78,11,243,1108,18.5,,,,,,89,(3) Wednesday,consistent_user,highly_active,physically_very_active
1503960366,2016-05-04,11100,1819,36,22,203,1179,19.6,,,,,,58,(3) Wednesday,consistent_user,highly_active,physically_very_active
1644430081,2016-04-12,10694,3199,2,51,256,1131,18.9,,,,,,53,(2) Tuesday,consistent_user,less_active,physically_very_active
1644430081,2016-04-13,8001,2902,30,16,135,1259,21.0,,,,,,46,(3) Wednesday,consistent_user,less_active,physically_very_active
1644430081,2016-04-14,11037,3226,5,58,252,1125,18.8,,,,,,63,(4) Thursday,consistent_user,less_active,physically_very_active
1644430081,2016-04-15,5263,2750,3,4,170,1263,21.1,,,,,,7,(5) Friday,consistent_user,less_active,physically_very_active
1644430081,2016-04-16,15300,3493,51,42,212,1135,18.9,,,,,,93,(6) Saturday,consistent_user,less_active,physically_very_active
1644430081,2016-04-17,8757,3011,29,13,186,1212,20.2,,,,,,42,(7) Sunday,consistent_user,less_active,physically_very_active
1644430081,2016-04-18,7132,2806,15,33,121,1271,21.2,,,,,,48,(1) Monday,consistent_user,less_active,physically_very_active
1644430081,2016-04-19,11256,3300,5,58,278,1099,18.3,,,,,,63,(2) Tuesday,consistent_user,less_active,physically_very_active
1644430081,2016-04-20,2436,2430,0,0,125,1315,21.9,,,,,,0,(3) Wednesday,consistent_user,less_active,physically_very_active
1644430081,2016-04-21,1223,2140,0,0,38,1402,23.4,,,,,,0,(4) Thursday,consistent_user,less_active,physically_very_active
1644430081,2016-04-22,3673,2344,0,0,86,1354,22.6,,,,,,0,(5) Friday,consistent_user,less_active,physically_very_active
1644430081,2016-04-23,6637,2677,0,15,160,1265,21.1,,,,,,15,(6) Saturday,consistent_user,less_active,physically_very_active
1644430081,2016-04-24,3321,2413,0,0,89,1351,22.5,,,,,,0,(7) Sunday,consistent_user,less_active,physically_very_active
1644430081,2016-04-25,3580,2497,8,1,94,1337,22.3,,,,,,9,(1) Monday,consistent_user,less_active,physically_very_active
1644430081,2016-04-26,9919,3123,11,41,223,1165,19.4,,,,,,52,(2) Tuesday,consistent_user,less_active,physically_very_active
1644430081,2016-04-27,3032,2489,0,0,118,1322,22.0,,,,,,0,(3) Wednesday,consistent_user,less_active,physically_very_active
1644430081,2016-04-28,9405,3108,3,53,227,1157,19.3,,,,,,56,(4) Thursday,consistent_user,less_active,physically_very_active
1644430081,2016-05-01,6132,2696,3,24,146,908,15.1,,,,,,27,(7) Sunday,consistent_user,less_active,physically_very_active
1644430081,2016-05-03,12850,3324,10,94,221,1115,18.6,,,,,,104,(2) Tuesday,consistent_user,less_active,physically_very_active
1644430081,2016-05-04,2309,2222,0,0,52,1388,23.1,,,,,,0,(3) Wednesday,consistent_user,less_active,physically_very_active
1644430081,2016-05-05,4363,2463,6,12,81,1341,22.4,,,,,,18,(4) Thursday,consistent_user,less_active,physically_very_active
1644430081,2016-05-06,9787,3328,11,6,369,1054,17.6,,,,,,17,(5) Friday,consistent_user,less_active,physically_very_active
1644430081,2016-05-07,13372,3404,41,17,243,1139,19.0,,,,,,58,(6) Saturday,consistent_user,less_active,physically_very_active
1644430081,2016-05-09,6643,3008,32,6,303,1099,18.3,,,,,,38,(1) Monday,consistent_user,less_active,physically_very_active
1644430081,2016-05-10,9167,2799,12,19,155,1254,20.9,,,,,,31,(2) Tuesday,consistent_user,less_active,physically_very_active
1644430081,2016-05-11,1329,1276,0,0,49,713,11.9,,,,,,0,(3) Wednesday,consistent_user,less_active,physically_very_active
2022484408,2016-04-12,11875,2390,42,14,227,1157,19.3,,,,,,56,(2) Tuesday,consistent_user,active,physically_very_active
2022484408,2016-04-13,12024,2601,43,5,292,1100,18.3,,,,,,48,(3) Wednesday,consistent_user,active,physically_very_active
2022484408,2016-04-14,10690,2312,32,3,257,1148,19.1,,,,,,35,(4) Thursday,consistent_user,active,physically_very_active
2022484408,2016-04-15,11034,2525,27,9,282,1122,18.7,,,,,,36,(5) Friday,consistent_user,active,physically_very_active
2022484408,2016-04-16,10100,2177,41,11,151,1237,20.6,,,,,,52,(6) Saturday,consistent_user,active,physically_very_active
2022484408,2016-04-17,15112,2782,28,29,331,1052,17.5,,,,,,57,(7) Sunday,consistent_user,active,physically_very_active
2022484408,2016-04-18,14131,2770,48,3,311,1078,18.0,,,,,,51,(1) Monday,consistent_user,active,physically_very_active
2022484408,2016-04-19,11548,2489,31,7,250,1152,19.2,,,,,,38,(2) Tuesday,consistent_user,active,physically_very_active
2022484408,2016-04-20,15112,2897,48,63,276,1053,17.6,,,,,,111,(3) Wednesday,consistent_user,active,physically_very_active
2022484408,2016-04-21,12453,3158,104,53,255,1028,17.1,,,,,,157,(4) Thursday,consistent_user,active,physically_very_active
2022484408,2016-04-22,12954,2638,52,10,273,1105,18.4,,,,,,62,(5) Friday,consistent_user,active,physically_very_active
2022484408,2016-04-23,6001,2069,0,0,249,1191,19.9,,,,,,0,(6) Saturday,consistent_user,active,physically_very_active
2022484408,2016-04-24,13481,2529,37,26,216,1161,19.4,,,,,,63,(7) Sunday,consistent_user,active,physically_very_active
2022484408,2016-04-25,11369,2470,44,8,217,1171,19.5,,,,,,52,(1) Monday,consistent_user,active,physically_very_active
2022484408,2016-04-26,10119,2793,55,24,275,1086,18.1,,,,,,79,(2) Tuesday,consistent_user,active,physically_very_active
2022484408,2016-04-27,10159,2463,19,20,282,1119,18.6,,,,,,39,(3) Wednesday,consistent_user,active,physically_very_active
2022484408,2016-04-28,10140,2296,6,20,291,1123,18.7,,,,,,26,(4) Thursday,consistent_user,active,physically_very_active
2022484408,2016-04-29,10245,2611,21,40,281,1098,18.3,,,,,,61,(5) Friday,consistent_user,active,physically_very_active
2022484408,2016-04-30,18387,2732,13,23,361,1043,17.4,,,,,,36,(6) Saturday,consistent_user,active,physically_very_active
2022484408,2016-05-01,10538,2380,25,28,245,1142,19.0,,,,,,53,(7) Sunday,consistent_user,active,physically_very_active
2022484408,2016-05-02,10379,2473,36,8,277,1119,18.6,,,,,,44,(1) Monday,consistent_user,active,physically_very_active
2022484408,2016-05-03,12183,2752,72,14,250,1104,18.4,,,,,,86,(2) Tuesday,consistent_user,active,physically_very_active
2022484408,2016-05-04,11768,2649,36,27,272,1105,18.4,,,,,,63,(3) Wednesday,consistent_user,active,physically_very_active
2022484408,2016-05-05,11895,2609,55,20,253,1112,18.5,,,,,,75,(4) Thursday,consistent_user,active,physically_very_active
2022484408,2016-05-06,10227,2498,24,17,295,1104,18.4,,,,,,41,(5) Friday,consistent_user,active,physically_very_active
